Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
NUP153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048286986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052201618	0	0	0	0	0.042280257	0	0	0	0.09056401	0	0	0	0.055931546	0
NUP160	0	0	0	0	0	0	0	0.082023874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038485087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028057506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058559068	0	0
NUP42	0.07439142	0	0.10771689	0.04886004	0	0	0	0.060317125	0	0.12819242	0	0.070211306	0.1139001	0	0.12504402	0	0	0.12353123	0	0.12351332	0.101543546	0.18216823	0	0.03287767	0	0.09539412	0.10990451	0.03998926	0	0	0.05079786	0	0	0	0	0	0	0.04224492	0	0	0	0	0	0	0	0	0	0.10827346	0.11478241	0.13937394	0	0	0.104062475	0.10484534	0.08971005	0.13845955	0.13737798	0.14724949	0	0.050048172	0.05266179	0.06818634	0.0906893	0	0.060014047	0.12070256	0.13144091	0.12737204	0.1330012	0.12621075	0.041306917	0.09762407	0	0.09859727
NUP50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032874968	0
NUP58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041034117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039449196	0
NUP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039245028	0
NUP85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03519744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060011573	0
NUP98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04141023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049811054	0	0	0	0	0	0	0	0	0	0	0	0	0.054423418	0
NUPR1	0	0.12122596	0	0	0.07541233	0	0	0	0	0	0.11258139	0	0	0	0	0.13189504	0.12989	0	0.0340488	0	0	0	0.10766373	0.027231414	0.1426968	0	0	0.040150594	0.110059515	0.08780717	0	0.13215363	0.0929165	0.071836464	0.093603685	0.07588665	0.05875309	0.03973912	0.10925483	0.063101016	0.071768	0.17891054	0	0.08655255	0.07893784	0.10860226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051875334	0	0	0	0	0	0	0.036373764	0	0	0
NUSAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074851334	0
NUTF2	0	0	0	0.036446147	0	0	0	0	0.05610424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03909701	0	0	0.060796615	0	0	0	0	0	0	0	0	0.048166238	0	0.054961596	0.045957573	0.05397069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXN	0	0	0.10329793	0.039943703	0	0	0.04430947	0	0	0	0	0.06570089	0.072446205	0	0	0	0	0.108077176	0	0.088397175	0.06977388	0.13257292	0	0	0	0	0	0	0	0	0.043346442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13187854	0.09664348	0	0.03722699	0	0.084259264	0.08322502	0	0.101273544	0	0	0	0.053117912	0.04219534	0	0	0	0.04901328	0	0.103082724	0	0	0.08815588	0.039670642	0	0	0.0629104
NXNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02935619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03647929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXT1	0	0	0	0	0.062174946	0	0	0	0	0	0.06243306	0	0	0	0	0	0	0	0	0	0	0	0.048176177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04448654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03870883	0
NYNRIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029219717	0	0	0	0	0.03559489	0	0.031639896	0	0.04491163	0	0	0	0	0	0	0	0	0	0	0	0	0.035709128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06536339	0	0.07443819	0	0	0	0.037599474	0	0	0	0	0	0.029616304	0	0	0.04418502	0	0	0	0	0.045621995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04724918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OASL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030052155	0	0	0.02883756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAZ1	0	0.15156193	0	0	0.12250398	0.04061237	0	0	0.06316335	0	0.16552083	0	0	0.068102084	0	0.14931943	0.17134294	0	0.040950596	0	0	0	0.095972	0	0.18330227	0	0	0.03981334	0.09542299	0.08247484	0	0.11285724	0.14261639	0.063459255	0.07255449	0.025418272	0.06304214	0.05124608	0.10429954	0.09542388	0.096833125	0.16069634	0.053839326	0.13405462	0.13297787	0.093031056	0.08363388	0	0	0	0	0	0	0	0	0	0	0	0.09141652	0	0	0	0	0.077720776	0	0	0	0	0	0	0	0	0	0
OAZ2	0	0	0	0	0	0	0.04420316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048923377	0	0.075774826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBI1	0.05989995	0	0	0.036679365	0	0	0	0.05242986	0	0.10897518	0	0.06263504	0.09146555	0	0.10668069	0	0	0.10091284	0	0.10142644	0.085106984	0.15169515	0	0.027941853	0	0.07531734	0.089836895	0.03241398	0	0	0.04319857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087836236	0.096075155	0.11480761	0	0	0.08595209	0.08387391	0.076666914	0.111867115	0.110860534	0.12304063	0	0	0.04914011	0.05120666	0.07234173	0	0.053693473	0.09969708	0.11331333	0.10285951	0.10786895	0.10070679	0.037313603	0.07911981	0	0.075462215
OBSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029678768	0	0.030355483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06688378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03346374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCIAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02924434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05743311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCIAD2	0	0.046483915	0	0	0	0	0.047257755	0	0.032493107	0	0	0.04875911	0	0.031551417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030732822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODC1	0	0	0	0	0	0	0	0	0.0318433	0	0.05301979	0	0	0.03654651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059094574	0	0	0.04353564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODF2L	0.06338884	0	0	0	0	0.051033385	0	0.05795568	0	0	0	0.07296151	0.08351621	0	0.097492166	0	0	0.0854087	0.029338636	0.09033497	0.07820289	0.14183736	0	0.033800706	0	0	0.09057052	0.03790626	0	0	0.031189362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10519774	0.10979815	0.11294425	0	0	0	0	0.069200866	0.09811901	0	0.1024009	0.049791392	0	0	0	0	0.055365153	0	0	0	0.11062099	0	0.091174714	0.03506161	0.08110419	0	0.09375898
OGA	0.07978625	0	0.14690155	0	0	0	0	0.07231187	0	0.1707668	0	0	0.11162395	0	0.17463127	0	0	0.12098718	0	0.14156029	0.108221084	0.21300891	0	0	0	0.11734079	0.117159866	0	0	0	0.032633822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11244386	0.1340898	0.1466353	0	0.09452007	0.12871672	0.13528404	0.10003467	0.15054141	0.17803536	0.17163992	0	0	0	0.06481849	0.10570389	0	0	0.15490739	0.15556593	0.1267967	0.1560772	0.14813298	0	0.08272761	0	0.08382674
OGDH	0	0	0	0.04327479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFOD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031877596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031115035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036307383	0
OGN	0	0.06328491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09840622	0	0	0	0	0	0	0.12447053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080957815	0.091786824	0	0	0	0	0	0.06979417	0	0	0	0	0	0	0	0	0	0	0.09007924	0	0	0	0.0845116	0	0	0	0
OIP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034883056	0
OLA1	0	0	0	0.034566965	0	0	0	0	0.03309849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041451577	0	0	0	0.04361121	0.044996623	0.04467813	0	0.04650252	0.036088914	0	0	0	0	0	0	0	0	0	0	0	0.025775675	0.070061445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFML2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06287955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFML2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026924051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06108896	0	0	0	0.11217584	0	0.08434435	0	0	0	0.02942502	0	0	0	0	0	0	0	0	0	0.038880143	0	0	0.07617412	0	0	0	0.045095626	0	0	0	0	0	0	0	0	0	0	0	0	0.046035368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03311952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04442513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046250205	0	0	0	0.045370042	0.04042342	0.044160888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04150898	0
OPHN1	0	0	0	0	0	0	0	0.061221678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067321286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448765	0
OR51E1	0	0	0	0	0	0	0.07305159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR51E2	0	0	0	0	0	0	0.037578892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05327076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0558253	0	0.029888475	0	0	0	0	0	0	0	0	0	0	0	0.040665872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORC5	0	0	0	0	0	0	0	0.06205273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORMDL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343923	0	0	0.046834603	0	0.034122013	0	0	0	0	0	0	0	0	0	0.029501572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OS9	0	0.05105456	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07483458	0.078105435	0	0.03699748	0	0	0	0.051856335	0	0.06073611	0	0	0	0.04622246	0	0	0.048017237	0	0	0	0	0	0	0.05364206	0	0	0.08295301	0	0.058316607	0	0.05197359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12752791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08277191	0	0	0	0	0	0	0	0.094405696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL2	0	0	0	0.042426005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04153469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04262314	0	0	0	0	0	0	0.04863719	0	0	0
OSBPL8	0.1089222	0	0.19133113	0.05489908	0	0.0857615	0.04330733	0.08381558	0	0.20069562	0	0.094368145	0.16432613	0	0.20722735	0	0	0.18502614	0	0.2069283	0.15421067	0.2912896	0	0.04374167	0	0.13759059	0.16754068	0.061790496	0	0	0.076116815	0	0	0	0	0	0	0.059968133	0	0.061169766	0.051498566	0	0.055907365	0	0	0	0.04959581	0.17652123	0.17718391	0.2097522	0	0	0.16257991	0.15905844	0.14706124	0.19991146	0.20356236	0.22212161	0.05185973	0.10751252	0.07610341	0.09736427	0.1398254	0.0676469	0.10231771	0.17841518	0.22019947	0.18887255	0.19305831	0.21514845	0.061680082	0.11421353	0	0.13884917
OSBPL9	0.11138043	0	0.15182118	0.057699483	0	0	0	0.09423142	0	0.18247327	0	0.07941261	0.1557808	0	0.1862905	0	0	0.14750083	0	0.17116545	0.13301098	0.2517472	0	0.02617146	0	0.1410474	0.15496151	0	0	0	0.04691453	0	0	0	0	0	0	0.04320687	0	0	0	0	0	0	0	0	0	0.15199232	0.17643748	0.19845666	0.026721701	0.07368706	0.14789155	0.15396743	0.16046569	0.18799813	0.20125699	0.21465752	0	0.051970575	0.056785014	0.091979355	0.1304918	0	0.06749574	0.18278281	0.1876357	0.17669277	0.17827371	0.17563833	0.04158462	0.112311624	0	0.12668121
OSER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043237187	0	0.06204172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043154135	0
OSGIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024581358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSMR	0	0	0	0	0.058449112	0	0	0	0	0.09627488	0	0	0	0	0	0	0	0	0	0.08845681	0	0.13834146	0	0.027989253	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050013635	0	0	0	0	0.056227572	0	0	0	0	0	0.09312422	0	0	0.06401303	0.083911575	0	0	0	0	0.10418509	0	0.084776886	0.0626104	0	0	0	0.06807955	0.10112953	0.11448839	0	0	0.091419786	0	0	0.037985034	0
OSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035342712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075068876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OST4	0	0.13564083	0	0	0.056789577	0	0.04304636	0	0.10384185	0	0.09074888	0	0	0.047103778	0	0.08091517	0.123247504	0	0.027177308	0	0	0	0.045353785	0	0.1045231	0	0	0	0.04034135	0.08833627	0	0.07458267	0.097352035	0.07248523	0.04520592	0	0.051834535	0	0.0724369	0	0	0.10693496	0	0.13003525	0.114531964	0.09880424	0	0	0	0	0	0	0	0	0	0	0	0	0.060615934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSTC	0	0.1242728	0	0	0.04812777	0	0.037428316	0	0.10122462	0	0.07481772	0	0	0.060107175	0	0.08393396	0.093682915	0	0	0	0	0	0	0	0.08680445	0	0	0	0	0.06746846	0	0	0.08522281	0.0636117	0.043037288	0	0.045491003	0	0.05701017	0	0	0.07565087	0	0.1221887	0.095749274	0.083938584	0.040103637	0	0	0	0	0	0	0	0	0	0	0	0.062179245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUB1	0	0	0	0.03329711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04513642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054667555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034063503	0
OTUD7B	0	0	0.09334783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08086339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040479008	0
OTULIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03378137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046121456	0	0	0	0	0	0.062745094	0.04360577	0	0.044778798	0.067120194	0.042422805	0.051511474	0.02605642	0	0.073150955	0.050361443	0	0.047352526	0	0	0.06284169	0.043722518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL2	0	0	0	0	0	0	0	0	0	0	0	0.0424487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05875546
OXA1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028985163	0	0	0	0.03796819	0	0	0	0	0	0.04348677	0.042532347	0	0.053405285	0	0.037985336	0.033953175	0.029352242	0	0	0.051593594	0	0	0.054025576	0	0	0.048367333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXLD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037353188	0	0	0
OXR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03216723	0	0	0.08819353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08965529	0	0	0	0	0	0	0	0	0	0	0	0	0.10089449	0	0	0	0	0
OXSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09999516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04308505	0	0	0	0	0	0.1010387	0	0	0	0	0	0	0
P2RX1	0	0	0	0	0	0	0.041033752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
